19920786-bf9e-4939-9a2f-dae6e921af1d_Basecall_Barcoding_2d	7486
18d986d3-da17-4847-b23b-63454852b03b_Basecall_Barcoding_2d	8767
0b21a1b8-33e2-4747-ac68-3417dfcc1765_Basecall_Barcoding_2d	6955
405fc0ae-f23f-415f-8d8e-0665112db227_Basecall_Barcoding_2d	8335
fec81840-354c-40b0-94fe-f1ce1d0f8cf9_Basecall_Barcoding_2d	7863
5cf0b100-ff5c-455f-93f6-5ef089acb1dc_Basecall_Barcoding_2d	11177
450a3593-2c1b-44ad-b0fb-5310e3be12d6_Basecall_Barcoding_2d	8674
ae23e901-8fc5-435e-a8a7-168154601e5f_Basecall_Barcoding_2d	10848
f7763ff5-152b-4cfc-88a1-d9dca0954b7f_Basecall_Barcoding_2d	2176
cdac2803-b55c-4fad-a8f0-27950af61461_Basecall_Barcoding_2d	5936
eb1fb84d-b310-4ea1-9155-4ff89017171c_Basecall_Barcoding_2d	14896
fa1a56df-b51e-488a-836b-2fd51f0f66db_Basecall_Barcoding_2d	5683
fde5846d-8c70-455d-8ff4-b0d6072e973e_Basecall_Barcoding_2d	2704
8db50b88-474a-43ab-88e6-50531df23619_Basecall_Barcoding_2d	8914
71b634b7-5939-479a-8fec-f72ca20cf43a_Basecall_Barcoding_2d	4038
a7cfa024-892d-46bb-a571-9fb7a71d0ae7_Basecall_Barcoding_2d	10530
5c48ad31-baf9-4c7e-9f0c-05f4c90b1e2c_Basecall_Barcoding_2d	7026
36bfd245-a06c-4e48-85fc-4b515b007908_Basecall_Barcoding_2d	15799
78c1a074-d766-48f7-8e47-981a873f599f_Basecall_Barcoding_2d	6190
ad44f3eb-a7af-4a5d-8ef2-19fb97b570cc_Basecall_Barcoding_2d	250
0d082519-eff5-4dde-9012-e8079299a687_Basecall_Barcoding_2d	10478
102a171b-9174-43aa-81f6-1c269e8ff4cb_Basecall_Barcoding_2d	2640
6507aff7-c2a9-4e6f-8e61-dd68bd8c09e8_Basecall_Barcoding_2d	8546
2a0fd376-c37f-468a-bc5d-c8f6cd3f7ec8_Basecall_Barcoding_2d	9222
49ed6793-dae0-4966-b429-eb3a1f1e7239_Basecall_Barcoding_2d	8245
0c752072-3afc-4a75-a58f-1b214bf75f71_Basecall_Barcoding_2d	3009
c741ece3-69fa-4df4-b348-c5aba3f33b57_Basecall_Barcoding_2d	11048
c94e790a-07a7-4f5d-9679-26614f073a2b_Basecall_Barcoding_2d	10661
8c08e83d-05ae-4b56-a6df-5ccc19205d0e_Basecall_Barcoding_2d	3434
92a25450-9ebd-4369-bef8-e7f7a04f930e_Basecall_Barcoding_2d	12449
08e0a01d-e471-44d4-b7ce-d175b5a33924_Basecall_Barcoding_2d	3347
d693a447-939c-4591-8507-4ce8b016ac18_Basecall_Barcoding_2d	12893
874cb1b8-0702-4dcc-b44f-bfea2d6abb5e_Basecall_Barcoding_2d	5956
c4853258-b544-46d3-96de-c3e6025f34cc_Basecall_Barcoding_2d	10739
fe41ac6a-a11f-47ba-97c0-cd8181aff1cc_Basecall_Barcoding_2d	5552
d89f208e-e138-452e-93d1-ce83e6797205_Basecall_Barcoding_2d	7535
6b961ec8-eaa2-44aa-b9e6-97e575aaedaf_Basecall_Barcoding_2d	13696
e6556c14-f702-4e39-bd71-1b1a2ac66436_Basecall_Barcoding_2d	10346
c53752b8-d5f8-49e2-b882-98425fddc317_Basecall_Barcoding_2d	8899
d970d3a7-e8dd-4e76-a158-3b0924ef3ec2_Basecall_Barcoding_2d	7707
66ae707e-fcc4-4c3d-b073-4c5f02791b99_Basecall_Barcoding_2d	12058
97d501ff-c9ff-4a7b-93d2-fed731cd92e3_Basecall_Barcoding_2d	7663
bdaf4de2-5813-4c74-872d-23a3eb3be9f2_Basecall_Barcoding_2d	8922
