f92f2662-6013-4e17-8719-bc76bc780a72_Basecall_Barcoding_2d	6190
d1e6ea8a-4d93-46f2-8c54-3c6a0a1084d8_Basecall_Barcoding_2d	6616
0194f783-eb4a-4b3b-8a95-aced84a7bb8f_Basecall_Barcoding_2d	6889
a603a285-922e-4c13-8f75-abc095d2618c_Basecall_Barcoding_2d	3009
c9e691f8-dc70-4d53-9fb6-666f77751834_Basecall_Barcoding_2d	5060
408c487e-6681-46fa-9d26-86bc9ef21686_Basecall_Barcoding_2d	1513
9234c37d-f572-4ef6-b2d9-0a2bf5c90d0f_Basecall_Barcoding_2d	9276
fa531905-d100-4d68-9988-7c8a9e64c4c7_Basecall_Barcoding_2d	10450
5d33c003-f8ec-4875-97bd-97f8626789be_Basecall_Barcoding_2d	12459
909d65ac-d93c-42f6-8e1e-0b7e22b9a3f3_Basecall_Barcoding_2d	5321
e1129246-6e77-431f-8341-c07808e7ce97_Basecall_Barcoding_2d	3211
48b8c266-324d-4f38-9327-27794a83bf0b_Basecall_Barcoding_2d	6090
0c8f3139-97e3-41de-8b9e-0a6d15ea5cbb_Basecall_Barcoding_2d	3826
ac0d241d-9ac1-43c1-9fdd-8505e8956802_Basecall_Barcoding_2d	6360
8dd4c47f-33e8-4a20-9e31-0ea0ff16c20b_Basecall_Barcoding_2d	6806
551eef45-62cd-42b9-8014-cbeca1d5e558_Basecall_Barcoding_2d	6247
b308c6a9-6750-4d08-aa1f-76a39b1b83e2_Basecall_Barcoding_2d	4765
25272763-7724-4481-a8fe-b20b2e7c5e5f_Basecall_Barcoding_2d	1819
cc8a97a1-7143-4f01-8db6-ae7ac83e0241_Basecall_Barcoding_2d	3967
f541c788-de26-4a51-a5ed-e9b446ffc652_Basecall_Barcoding_2d	8137
fe50f44b-4b1c-418d-99a7-bc273e29288c_Basecall_Barcoding_2d	6350
15efad03-e2c9-4bea-8e21-9e6d6fe8a22b_Basecall_Barcoding_2d	9051
5d67eabf-7935-440d-b519-c589c77d009b_Basecall_Barcoding_2d	11852
59002114-bb32-4fe8-942a-c630dd3d5e7f_Basecall_Barcoding_2d	5943
46fec839-02b2-4d44-abc7-367c83728d10_Basecall_Barcoding_2d	5048
